Title,Thumbsup,Name,Comment
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,11,John Douglass,That taint right.  😏
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,10,LivingOnLifeDyingfromLife187,How many people didnt negatively prejudge on the look and thumbnail?
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,8,cogamers84,Nice ted talk
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,1,Primeaddiction,"im sitting here and im still waiting for something funny, she is not even remotely funny"
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,5,Moe hourani,Fmd this was brutal. I tried my best to watch but wow was it bad.
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,14,The Real Dakshina,"Hannah Gadsby is a million times better than Dave Chappelle








Said no mentally stable person ever"
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,1,Kaw Cast,i started lookin at my phone was it good?
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,12,Cliche Guevara,"YASSSSSSS I love when my comedy is smug, humorless, and full of Marxist Critical Theory.



(Insert some pithy remark about spilling tea or some such bullshit here.)"
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,0,Poopy Peepod,that can't be a real audience. That's a laugh track.
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,3,donald king,As funny as root canal treatment without anaesthetic
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,12,Casey OBrien,I like her alot
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,1,ozzie444,Most unfunny ever.....
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,3,dougie b,I hate shoes as well.
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,1,Rico S,Someone time stamp when the funny parts start
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,1,Green Envy,What was the point of this? Was it a joke? Was it suppose to be funny? It was neither.
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,8,AvatarEnd777,1984 approved comedy.  You are now approved by the government to laugh.  Come get your loaf of bread at the end of the line. Next....
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,1,kalsoom asif,I didn't get her first joke.... Uhhh
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,37,Graham,"I have a title for her next special, ""No Joke."""
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,1,Alin Y,This is far from funny
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,3,Dame Dash,Woof
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,2,ELOPE,This stand up was so bad I couldn't finish it. Is this funny??? I didn't get it.
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,8,RC360,"Without any previous knowledge of this person I came in for a laugh, now, I would like further explanation o FCC what this person does. I thought this was a comedy page for Netflix stand ups. Maybe the humor doesn't translate well here. I'll have to go watch their whole special I guess."
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,0,liqsor,"Comedian Bill Hicks more than twenty years ago: 

I just have one of those faces. People come up to me and say, 'What's wrong?' Nothing. 'Well, it takes more energy to frown than it does to smile.' Yeah, you know it takes more energy to point that out than it does to leave me alone?

Not only is she talking about the exact same idea a male comedian was joking about in the nineties, she is also denying that this happens to men."
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,0,Steven Schuster,Umm okay... didn't really find that fun.
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,1,A Miller,funny but could lose the vulgar filth...
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,4,paul colebatch,She is just not funny
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,0,woulda been nice,this is as funny as waterboarding
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,4,T S,>_> how is this even funny
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,0,K. Jackson Ethier,"Have to ask:
Do you think she is funny because she writes clever jokes that are impressively poignant and unimpeachably great points being made

Or..

Because she’s Australian and has a certain left leaning tendency?"
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,1,amanda H,Sometimes I laugh. But I didn’t on this one. Also I don’t think men are bad people. 🤣 I’m related to many men. And they’re all alright. 🙃😆
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,0,Elvira Carrillo,If it's in females - why does it have a male name?
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,1,gerlok wolkenbrutzler,Seemed like a nice guy
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,13,El Martillo,"didn't even crack a smile, was this another TED Talk?"
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,5,Real Talk,😄
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,9,Astro4220,"I feel like she has good comedic timing, but her material is just so meh."
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,1,Josh Ruble,"Is she attempting to be funny? Hard to tell, because it isn't."
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,0,mkfaruki,"She is a Doppelganger for my ex wife. Looks, body, attitude, character... Hannah is concealing her severe mental illness covering it up with jokes..."
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,0,Kody Eldridge,"a female comedian talking about female anatomy, how refreshing and original..."
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,3,disastrophe143,This Gadsby guy sure knows a lot about female anatomy.
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,0,J IraQi Ht3,Why is this not funny?
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,0,Mike Ross,"Clicked on this with an open mind and saw a lot of positive comments and looked forward to hearing this hilarious bit. I was very disappointed, I didn't find this funny at all. From what I understand, the whole theme was the awkwardness around explaining female anatomy in relation to her dog's name, to a typical male, while at the dog park. It wasn't a remotely original or interesting story, and to top it off it wasn't even mildly amusing. Her having to keep mentioning that this was at a dog park shows how weak the premise was from the beginning."
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,3,Old Watermill,You people don't get it. This is called post comedy and laughing is the most inappropriate response you can have.
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,0,RipZoeV5,"just discovered my LEAST favorite ""Comic"""
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,0,Mike's Palace of DownTime,I’m sorry. She’s not that funny
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,8,Rifat Alam,"The problem is, it's not that she's not funny, she has moments, but she focuses too much on trying to be the smartest person in the room."
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,3,Danny bhoy,"They chose her over:
Andrew Shulz 
Sam Morril
Mark Normand...
🙁"
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,1,skeech1979,"I have never found her funny. Not in the slightest. 
She
Is
Not
Funny"
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,10,Damo Revo,Painfully unfunny.
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,0,jimvis83,cant imagine why ppl think women are funny
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,0,Simon Gibson,This could be the least funny person on earth. She gets paid for being a comedian????
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,3,Danny Morrissey,"There are some easily pleased, batshit crazy wahmen here🙄"
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,5,spafro101,I no Laffy laugh
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,0,ritwik nandakumar,Nanette is overrated. Prove me wrong!
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,0,Nappy Bardock,"She so original and she's gross like alot a female comics, she actually has clever jokes."
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,2,Yogi Paliwal,Why does she talk like she’s speaking to non native English speakers?
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,1,Hebrew Wolf,How's this funny?
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,7,Baz Err,How on earth did she trick so many people into thinking she is funny or a comedian? She makes my skin crawl. 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,4,Canadian IRONMAN,"Not too funny how did she get her own show.
O they swing left.
Snow flakes
Belly button fluff.
Sorry I hear someone else's 
Joke that was funny"
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,0,Rusty Shackelford,This thing isn’t funny only on here cause she a lez.
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,3,blackboy923,Why is it that every female comedian tells a different version of the same unfunny joke??? Do people genuinely enjoy this??? Or is it simply that you must support what you see as the weaker gender for “reasons”. I seriously want to know. Thanks.
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,0,Kellie-Jay Keen,Hmmmm. Female anatomy.  Seems a bit transphobic.
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,3,Alex G,If your overweight with pink hair and 7 cats. This is the special for you
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,3,Dlastkatipunero,Don't why it's a trend in sjw feeds...Both men and women are asked to smile especially if it's someone you know or work with... Even when presented as a joke some of you fembots are triggered
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,1,Dlastkatipunero,"Not funny but at least we still got stick and stones of Dave :3
... but hey some folks like dragon ball evolution and last Jedi so why not this slow bore."
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,2,bobbymichael02,Not very funny.
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,0,Scott Bloxsom,Everything about her doesn't fit together.. she's odd and not funny at all..
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,1,Chris Zealotes,"If she hates men so much, why does she dress like one?"
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,0,Sir Vict0r,"""Hey look at me, im a lesbain"" isnt a joke. But whatever.."
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,1,Muhanad Ahmad,meh not funny
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,0,thegreendank1,I like female comedians but this is not comedy. CAPITAL H horrible.
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,4,Mohammad Al bobsari,Trash
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,2,Jplp5643,SPONSOR LITERALLY ANYONE ELSE. She’s not funny. At all.
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,0,Jeremiah Nations,"This is not a comedian, this is a Social Justice Warrior"
Hannah Gadsby Gives A Surprise Lesson On Female Anatomy | Netflix Is A Joke,0,Nathan Croucher,"No ones talking to her at the dog park. And by the smallest chance someone does, it wouldn't be for that long."
Hasan Minhaj - White People At Indian Weddings,4100,Shania Mitra,"As someone who's tried both, we in India should not request Hershey's, because Cadbury is hands down a million times better"
Hasan Minhaj - White People At Indian Weddings,3800,Zoya S.,"One day, I showed my dad one of Hasan's videos. And all of a sudden, ""I know him!"" Turns out, Hasan's dad and my dad were best friends. I found Hasan's dad's number online using info my dad gave me, and that, my friends, is how a comedy show can bring two old men back together."
Hasan Minhaj - White People At Indian Weddings,1800,Denise Renee,Funny how he mentioned his parents being immigrants everyone went quiet lmao😂😂
Hasan Minhaj - White People At Indian Weddings,2600,TheThis TheThat,"“I gave my cousin a snickers bar, now he’s in an insane asylum” 🤣"
Hasan Minhaj - White People At Indian Weddings,1500,Anasyub,"bRUH THE CROWDS DED OR WAT 
THIS WAS SO ICONIC OOF"
Hasan Minhaj - White People At Indian Weddings,1000,indira bel,Actually we get Hershey's snickers and Oreos in India. I don't know what he is talking about!
Hasan Minhaj - White People At Indian Weddings,674,dots,"the immigrants thing is so true lmaoo i didn't even know my own grandfather was arabic till i was like 13, my mom once out of the blue told me her old house was haunted, apparently her family used to own a puma which i didn't know about till like last month, and she also once randomly unloaded on me that she had had breast cancer in her teens. like.. bruh lmao"
Hasan Minhaj - White People At Indian Weddings,4600,A.S.,"""Just bring Hershey's"" this the only thing I ask my relatives in the US to bring me. And safe to say they bring more Snickers bar than Hershey's😑"
Hasan Minhaj - White People At Indian Weddings,8800,Saurabh Pandey,"""I am supporting you cause I am brown but I deserve better than this."""
Hasan Minhaj - White People At Indian Weddings,2600,Aishwarya Net,Any Indians Watching ???!!!
Hasan Minhaj - White People At Indian Weddings,590,Dr. S. Choudhury,"""Oooooohhhhhh the colours.....!!!?!!"" I have seen this hype too! 😂😂😂"
Hasan Minhaj - White People At Indian Weddings,59,Swarnika Songh,"wtf he made it look as if we are living under rocks in India, all products are there in India"
Hasan Minhaj - White People At Indian Weddings,703,Akshita Garg,"Holy crap, I saw Nick Jonas at Priyanka Chopra's brown wedding. Hilarious."
Hasan Minhaj - White People At Indian Weddings,388,Random Dude,Man is it just me or Hasan sounds weird without his beard?
Hasan Minhaj - White People At Indian Weddings,829,Philomina Palathingal,"But have you had Gulab Jamun.
I'm drooling just thinking about it."
Hasan Minhaj - White People At Indian Weddings,289,Sehej Budhiraja,"Btw we have Oreos, hershey, i pads, mars and Snickers"
Hasan Minhaj - White People At Indian Weddings,202,Brian Grubbs,I felt how painful the silence was for the Frodo joke.
Hasan Minhaj - White People At Indian Weddings,228,Oi,Patriot act shows just how much his confidence and delivery has improved
Hasan Minhaj - White People At Indian Weddings,192,V S,"Oh come on man, snicker has been available in  India for many years"
Hasan Minhaj - White People At Indian Weddings,277,happy2help,Which decade is he living in? India has all the products he mentioned. I don’t know why brown comedians has to still stick to stereotypical desi comedies that were appropriate only in the 1980s
Hasan Minhaj - White People At Indian Weddings,156,Puppet Master,"IM NOT BEING RACIST
I cannot tell you how many times I’ve seen one of the white guests start humming the wedding anthem (I mean the one when the bride walks down the isle), and I have to tell them to shut up because the rituals are going on
Then they give me this offended look and I’m like “well, you can leave if you want”."
Hasan Minhaj - White People At Indian Weddings,284,Atif Shamshad,"I am from Aligarh ☺️
That small town now has population 8 lacks plus'
😂😂"
Hasan Minhaj - White People At Indian Weddings,245,Allison Linner,"The audience was crap, he's great I'd love to see where he's at a few years from now. He's got ""it."""
Hasan Minhaj - White People At Indian Weddings,311,Farwa Khan,"""That's inception: Immigrant style"" 😂😂"
Hasan Minhaj - White People At Indian Weddings,5,Dildb Deka,"Best wishes on your marriage. Best wishes to you and your new wife. 
You are so right in your Indian wedding observation.. funny. 💕"
Hasan Minhaj - White People At Indian Weddings,11,Rohit Kumar A.S,This was quite condescending
Hasan Minhaj - White People At Indian Weddings,57,CheesecakeLasagna,He definitely did a good job polishing this bit for Homecoming King.
Hasan Minhaj - White People At Indian Weddings,38,Vaibhav Satpute,snickers is available in india at 25cents..yeah cheaper than other similar bars
Hasan Minhaj - White People At Indian Weddings,106,rumaya Yad,Hershey’s n Snickers? May have been relevant some 15-20 years back.
Hasan Minhaj - White People At Indian Weddings,53,Andrea Cyber Blue,Watching this after terribly failing a test. Probably going to fail subject. This made me smile to thanks you 😊
Hasan Minhaj - White People At Indian Weddings,37,Aishwariya Sweety,"I dont get it. Hershey's is available at every supermarket in my city in India. And snickers more so. Like why? 

Basically everything in US and Europe (except really local stuff) is available in India. We live in a global world on with it."
Hasan Minhaj - White People At Indian Weddings,1,Silky Manchanda,"Getting Hershey's and Oreo makes him rich
He should get Oreo and Hershey's as his payment for such stand up comedy
Honestly he is ABCD ( American Born Confused Desi)"
Hasan Minhaj - White People At Indian Weddings,6,Ankush Madha,"Since How long have you not been to India.
We get all things n Goods now and they are cheaper and better."
Hasan Minhaj - White People At Indian Weddings,125,Ananya Sahay,I literally always ask for Hershey 's cookies n cream bar OMG😂
Hasan Minhaj - White People At Indian Weddings,65,Meghan Ford,He covered so many stories in such a short amount of time. I love him
Hasan Minhaj - White People At Indian Weddings,14,Raj Mishra,"Hershey's and Snickers
they've been in India for a very long time
and we all know about nougat from those 5 star ads"
Hasan Minhaj - White People At Indian Weddings,39,Shikha Goyal,"We do have harshey, Oreo and snickers in India. I still don't have any idea what are you talking about."
Hasan Minhaj - White People At Indian Weddings,2900,Shadab Alam,"I'm from Aligarh, India. There are still so many seemas even now in Aligarh."
Hasan Minhaj - White People At Indian Weddings,45,citrus meat,"""my parents are immigrants""
*crowd laughs*"
Hasan Minhaj - White People At Indian Weddings,1,Hena Krishna,"The secrets part was soo true. One day my mother just told me that  my great grandmother died very early, so my great grandfather remarried. Another day she told me that she had an older brother who died before she was born. And how I have another name in between my name."
Hasan Minhaj - White People At Indian Weddings,3,Sumit Sharma,"Turning point of his parents married life story, I am from Aligarh, which is a city now"
Hasan Minhaj - White People At Indian Weddings,33,Divya Gupta,"When I travel overseas, some friends ask me to get achar or some specific papad and they go insane when they see it. Can I also take a Hershey dig on them. People in US should know that the world does not revolve around them"
Hasan Minhaj - White People At Indian Weddings,2000,Drishti,We all saw Nick Jonas at the  Ambani wedding
Hasan Minhaj - White People At Indian Weddings,1,Layla,And that ps why’d Hershey’s made the “gold” chocolate bar
Hasan Minhaj - White People At Indian Weddings,13,Monojit Saha,We get Hershey's and Snickers here in India -__- .... am having those since childhood come on Minhaj!
Hasan Minhaj - White People At Indian Weddings,1,Jatin Kaul,"Your only problem is that you only focus on the negative side of everything going around you. If there is something wrong going around in the world but there is also some people or any group of people(or organisations)doing great work too. Like for an example , you talked about our prime minister modi in your videos inflencing the people about the harsh reality of hindutva ideology and modiji's workstyle, but you never focussed about the good work which they have done. Like, implementing new education policy which is recently in process of making,which gives students chance to focus on learning efficiently rather than being stuck with report cards,marks etc. In those days when your video came out you never told the people that he was also brave enough to scrap the special status given to J&K  which basically made that state cut out from India and people never realised the true importance of being associated with INDIA,which is sad because in true sense they are a part of INDIA. And as a kashmiri pandits i can assure that,because it is only the Indian govt which supported approx. 5Lakh kashmiri's settle across the other parts of INDIA such as Jammu , Delhi etc. You are only getting famous because you are showing only the true reality of any mishappenings around the world in a funny and enjoyable manner. Please start making videos about the good impact of any act done by numerous people in good fields so that other people could also inspire from that too and not always think that somewhere deep down in any place ,something is always bad happening around the world which is not true. The world is filled with bad people but good people dont get limelight and their work is never being appreciated,it could be individuals, Government steps, companies etc. Your ability to make serious issues made understand to everyone is very appreciable and commendable and it should be used as a tool to give the true reality of everything to everyone in a fun and enjoying tune. BTW LOVE YOUR VIDEOS...FROM INDIA...."
Hasan Minhaj - White People At Indian Weddings,3,Mohd. Moazzam,"Aligarh, one of my Home.."
Hasan Minhaj - White People At Indian Weddings,274,Deepak Bakshi,"Last time he went to India was in 1950s, maybe? 
You might wanna come to India dude. Your jobs already have :-p"
Hasan Minhaj - White People At Indian Weddings,1,sa_k_shi,Dammn... please just bring Hershey's well that's me :D
Hasan Minhaj - White People At Indian Weddings,5,The Raven Snake,"The minute you tell anyone back in your home country you're coming to visit
BAM
You are now a delivery company"
Hasan Minhaj - White People At Indian Weddings,41,suchi Chiya,"🙄 The second half was neither funny to qualify as comedy nor offensive enough to qualify as a roast.
Not one of his best performances for sure."
Hasan Minhaj - White People At Indian Weddings,10,Abhinaba Acharya,"Came from Jaby Koay's channel to say that your piece about ""the rapper that made it"" was too 90s. Now you guys are just called pretentious."
Hasan Minhaj - White People At Indian Weddings,21,賢くなりたい,The audience is rather tough.
Hasan Minhaj - White People At Indian Weddings,12,Shriya Singh,"Saahil for sure, needs to get out of Aligarh man !"
Hasan Minhaj - White People At Indian Weddings,15,Abhilash Kr,Why would people ask for Hershey's in India when we have already that here? 😂
Hasan Minhaj - White People At Indian Weddings,9,ThePinkCactus,We do get Hershey’s and snickers both in India since many years. So.
Hasan Minhaj - White People At Indian Weddings,2,Vicky Nayak,"Hasan minhaj is a lousy comedian, no quality 🙄🙄🙄"
Hasan Minhaj - White People At Indian Weddings,22,violet lavi,"“Hershey’s is a bottom barrel chocolate” Hasan, you’re great and I like you, but I’ll fight you over that"
Hasan Minhaj - White People At Indian Weddings,0,Pixie Vincent,I'd be happy if my relatives actually bought me an ipad when they come back from the states. They only bring me m&m's and snickers and I don't even like them.
Hasan Minhaj - White People At Indian Weddings,1700,Ashique Shajahan,There was a time when you would get Hersheys and Snickers only when your relatives brought them from abroad. Snickers and Oreos have been ubiquitous in India only recently. So this in my opinion is relatable and not offensive.
Hasan Minhaj - White People At Indian Weddings,0,Robert Warren Gilmore,"I love both sides of this thing he's describing, how both cultures are so fascinated with each other. Culture shock is a really fun part of life. :)"
Hasan Minhaj - White People At Indian Weddings,6,Krogan Popy,My Grandparents never taught my mom Italian. That was their secret.
Hasan Minhaj - White People At Indian Weddings,12,Tribal Peacock,Weird to see him without a beard in July 2019
Hasan Minhaj - White People At Indian Weddings,7,BurntMarshmallows,"""I see a lot of beige in this room"" LOL"
Hasan Minhaj - White People At Indian Weddings,26,BayernLucario25,Bro people getting triggered in the comments about the innacuracy of the sale of snickers
Hasan Minhaj - White People At Indian Weddings,1,naerial,He's my favorite comedian
Hasan Minhaj - White People At Indian Weddings,1,Adrian Coburn,"same thing, other say, ""I'm going to India. What do you want?"" ""Sitar"""
Hasan Minhaj - White People At Indian Weddings,0,Jesus Montiel,"im mad that no one laughed at that LOTR joke, it was brilliant!"
Hasan Minhaj - White People At Indian Weddings,2,Waka Waka Abby,Yolo Bam...Tinder with no pictures ☺️...Goals 😘
Hasan Minhaj - White People At Indian Weddings,1,dark rainbows,"I don't think a lot of people understand where Hasan is coming from, or rather when, lol. He's an 80s kid. Any candy that wasn't Cadbury was fancy at the time, and Hershey's and Snickers were indeed like Bitcoin among my relatives back then. Even adults got super excited about it whenever someone we knew was coming back from anywhere abroad. Yeah obviously it's not like that now, you can find ""imported"" products at any popular supermarket chain, but 80s/90s kids remember."
Hasan Minhaj - White People At Indian Weddings,1,RAJESH JALAN,He is jhope fan... 🥰🥰
Hasan Minhaj - White People At Indian Weddings,4,Lentera,pretty odd seeing him without a beard lol
Hasan Minhaj - White People At Indian Weddings,2,Shristi Sankrit,"Wow I know it's all for fun and all but I really feel like our own people portray us as hungry and dying. It's not that deep. India has come really far. I don't even know what he's talking about. I know a lot of people are gonna be like, ""if you can't handle humor, you shouldn't watch"" well guys I'm tired of being told that my country is poor and people making money out of us on a regular. I'm an Indian, do I seriously come off as illiterate or someone who hasn't had good education? Countries like India and Mexico are VERY underrated. People need to stop, period."
Hasan Minhaj - White People At Indian Weddings,2,No One,"Me: Oh yeah! An Indian Comedian!!
My brain: Is that a fake accent?"
Hasan Minhaj - White People At Indian Weddings,4,DoctorXProducer,"I don't know what it is about Hasan Minhaj, in this, the Daily Show, his Netflix special, and his Netflix show, but every time he says ""because I'm brown"", I cringe and immediately get the image of an upper middle class Caucasian millennial in ""brown face""."
Hasan Minhaj - White People At Indian Weddings,7,tarasidhu,This brings back memories of joking around with cousins at the wedding of one of our brown uncles and his white fiancée (or vice versa)
Hasan Minhaj - White People At Indian Weddings,1,Donna Snyder,I was so disappointed that Netflix cancelled your show.  I made myself figure out Netflix because you are the most incisive.
Hasan Minhaj - White People At Indian Weddings,1,Robert McGarry,"3:34 ""It's nuts."" Nuts in action since the beginning of humanity. We are all the product of nuts. Not all nuts are created equally, but that is why we have the rule of law, to protect those nuts who could not protect themselves. Like a cup, sort of."
Hasan Minhaj - White People At Indian Weddings,6,CometTamer,"""Hershey's is the Flava Flav of chocolate. Just dark and irrelevant."" I cried laughing at that."
Hasan Minhaj - White People At Indian Weddings,4,nicholas bartlett,His outfit is on point. Those J's are soo fresh
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,5200,Joel Viju,"Having Indian parents,we don't have childhood memories but survival stories!!"
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,3100,The Review,That kid's stoic reaction after winning reminded me of when AR Rahman won the Oscar. Nothing! Lmao
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,1600,KT Al,"Indian kids don't know till they become adults that purpose our lives should be to be happy,not to please our relatives"
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,1700,Lavanya _,"This is so true actually, I have been slapped on my birthday more than once sometimes in front of my friends sometimes behind. I cant remember a single birthday which was happy, every birthday has just been a burden with no one at all happy in my house, just stressed for giving a party to others. And when I told my parents I dont want to celebrate because it's always so sad and angry he told me am ungrateful and slapped me again??? So yeah"
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,318,Parikshit Rao,"""That one Indian kid with loving and supportive parents looking around nervously""."
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,995,Adam A.,"I'm 50% Indian and 50% black, but I 100% relate to everything he said!"
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,59,SRISHTI MISHRA,this comment section is like some therapy session where you can read survival stories.
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,403,Rishabh Lakhmani,"And now my parents have gone all American for my Brother. 
When I was his age they were like Kim Jong Un, now they're like Mahatma Gandhi🤦‍♂️🤦‍♂️"
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,334,tthpf,"Abuse by Indian parents is a constant thing and the worst part is that most kids don't even realise the emotional and physical abuse they go through. They defend their parents and move on to become the same type of parents. 

BUT I've seen good parents as well, who have chose to break the cycle of abuse. They did not carry on the abusive tendencies of their parents and instead chose to be much better."
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,270,Souls Tornado,I’m white and I can vouch I was extremely scared of my indian friend’s parents and I would be sooooo well behaved around them. Whenever he got slapped I said absolutely nothing because I was afraid I was next.
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,298,Ethereal Ecstasy,"I'm turning 30 this year. Still not allowed to travel alone and have a boyfriend.
I completed my medicine degree. Still expected to study and complete a post graduate. Though I don't wanna be a doctor.
I have zero life experiences. Born and brought up in a safe cocoon. Seems like I'll die a caterpillar. Not allowed to be a butterfly."
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,394,Bhavesh P,"My parents would buy me oversized clothes which would start fitting 2 birthdays after that. My father once scolded me for getting beat up by my friends on my Birthday (birthday bumps)  and made me personally invite them. I mean if that doesn't prepare you for life, I don't know what will."
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,301,Unofficially Tom Hardy,"Me: Dad it's my birthday, I need money to treat my friends



Dad: money grows on trees kya? Go and study."
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,741,Umang Animates,My birthdays are so forgettable that I didn't even realize I turned 18 this month!
