,comedian,comedianLabel,citizenshipLabel,ethnic_groupLabel,spouseLabel,children_number,birthdate,genderLabel
1854,http://www.wikidata.org/entity/Q235020,Amy Irving,United States of America,,Bruno Barreto,,1953-09-10T00:00:00Z,female
1855,http://www.wikidata.org/entity/Q4749254,Amy Jenkins,,,,,1966-01-01T00:00:00Z,female
1856,http://www.wikidata.org/entity/Q27487537,Amy Phillips,,,,,,female
1857,http://www.wikidata.org/entity/Q27978662,Amy Roko,Saudi Arabia,,,,1992-01-01T00:00:00Z,female
1858,http://www.wikidata.org/entity/Q16735319,Amy Saunders,United Kingdom,,,,,female
1859,http://www.wikidata.org/entity/Q4749380,Amy Schumer,United States of America,American Jews,Chris Fischer,,1981-06-01T00:00:00Z,female
1860,http://www.wikidata.org/entity/Q4749380,Amy Schumer,United States of America,Ukrainian American,Chris Fischer,,1981-06-01T00:00:00Z,female
1861,http://www.wikidata.org/entity/Q262170,Amy Sedaris,United States of America,,,,1961-03-29T00:00:00Z,female
1862,http://www.wikidata.org/entity/Q96629101,Amy Silverberg,United States of America,,,,1988-02-12T00:00:00Z,female
1863,http://www.wikidata.org/entity/Q9150293,Ana Acosta,Argentina,,,,1961-07-04T00:00:00Z,female
1864,http://www.wikidata.org/entity/Q79884260,Ana Carolina,Argentina,,,,1975-12-24T00:00:00Z,female
1865,http://www.wikidata.org/entity/Q11461315,Ana Kobayashi,Japan,,,,1981-12-18T00:00:00Z,female
1866,http://www.wikidata.org/entity/Q20963062,Ana Maria Mitič,Slovenia,,,,1985-04-15T00:00:00Z,female
1867,http://www.wikidata.org/entity/Q8198107,Ana Morgade,Spain,,,,1979-11-08T00:00:00Z,female
1868,http://www.wikidata.org/entity/Q4750585,Anabel Alonso,Spain,,,,1964-11-11T00:00:00Z,female
1869,http://www.wikidata.org/entity/Q64347015,Anadi Charan Sahu,India,,,,1940-07-01T00:00:00Z,male
1870,http://www.wikidata.org/entity/Q16700129,Anatoliy Zviryk,Ukraine,,,,1937-04-03T00:00:00Z,male
1871,http://www.wikidata.org/entity/Q4464627,Anatoly Trushkin,Russia,,,,1941-10-28T00:00:00Z,male
1872,http://www.wikidata.org/entity/Q4464627,Anatoly Trushkin,Soviet Union,,,,1941-10-28T00:00:00Z,male
1873,http://www.wikidata.org/entity/Q5590638,"Anders ""Bubben"" Burström",Sweden,,,,1949-02-21T00:00:00Z,male
1874,http://www.wikidata.org/entity/Q16182560,Anders Bye,Norway,,Siri Nilsen,,1981-12-04T00:00:00Z,male
1875,http://www.wikidata.org/entity/Q5605844,Anders Celin,Sweden,,,,1975-06-19T00:00:00Z,male
1876,http://www.wikidata.org/entity/Q12301395,Anders Fjeldsted,Denmark,,,,1976-05-13T00:00:00Z,male
1877,http://www.wikidata.org/entity/Q16063219,Anders Grau,Denmark,,,,1981-08-03T00:00:00Z,male
1878,http://www.wikidata.org/entity/Q18632597,Anders Helenius,Finland,,,,1981-01-01T00:00:00Z,male
1879,http://www.wikidata.org/entity/Q4753814,Anders Holm,United States of America,,,,1981-05-29T00:00:00Z,male
1880,http://www.wikidata.org/entity/Q4753826,Anders Jansson,Sweden,,,,1967-10-09T00:00:00Z,male
1881,http://www.wikidata.org/entity/Q5885269,Anders Johansson,Sweden,,,,1974-05-04T00:00:00Z,male
1882,http://www.wikidata.org/entity/Q16063225,Anders Stjernholm,Denmark,,,,1980-11-22T00:00:00Z,male
1883,http://www.wikidata.org/entity/Q4754431,Andi Osho,Nigeria,Yoruba people,,,1973-01-27T00:00:00Z,female
1884,http://www.wikidata.org/entity/Q26236888,Andi Wijaya,Indonesia,,,,1985-07-20T00:00:00Z,male
1885,http://www.wikidata.org/entity/Q764437,Andor Bajor,Romania,,,,1927-09-30T00:00:00Z,male
1886,http://www.wikidata.org/entity/Q288936,Andor Gábor,Hungary,,Ilona Kökény,,1884-01-17T00:00:00Z,male
1887,http://www.wikidata.org/entity/Q288936,Andor Gábor,Hungary,,Olga Halpern,,1884-01-17T00:00:00Z,male
1888,http://www.wikidata.org/entity/Q288936,Andor Gábor,Hungary,,Ferike Vidor,,1884-01-17T00:00:00Z,male
1889,http://www.wikidata.org/entity/Q288936,Andor Gábor,Hungary,,Ilona Kökény,,1884-01-24T00:00:00Z,male
1890,http://www.wikidata.org/entity/Q288936,Andor Gábor,Hungary,,Olga Halpern,,1884-01-24T00:00:00Z,male
1891,http://www.wikidata.org/entity/Q288936,Andor Gábor,Hungary,,Ferike Vidor,,1884-01-24T00:00:00Z,male
1892,http://www.wikidata.org/entity/Q17410377,Andovi da Lopez,Indonesia,,,,1994-01-06T00:00:00Z,male
1893,http://www.wikidata.org/entity/Q4754897,Andre Vincent,United Kingdom,,,,1964-05-02T00:00:00Z,male
1894,http://www.wikidata.org/entity/Q4755102,Andrea Gibbs,Australia,,,,1981-06-26T00:00:00Z,female
1895,http://www.wikidata.org/entity/Q2061979,Andrea Libman,Canada,,,,1984-07-19T00:00:00Z,female
1896,http://www.wikidata.org/entity/Q22806791,Andrea Lipka,Germany,,,,1967-03-11T00:00:00Z,female
1897,http://www.wikidata.org/entity/Q22806791,Andrea Lipka,West Germany,,,,1967-03-11T00:00:00Z,female
1898,http://www.wikidata.org/entity/Q17285140,Andrea Midena,Italy,,,,1965-09-07T00:00:00Z,male
1899,http://www.wikidata.org/entity/Q3615929,Andrea Perroni,Italy,,,,1980-07-15T00:00:00Z,male
1900,http://www.wikidata.org/entity/Q3615954,Andrea Poltronieri,Italy,,,,1965-11-05T00:00:00Z,male
1901,http://www.wikidata.org/entity/Q3615965,Andrea Pucci,Italy,,,,1965-08-23T00:00:00Z,male
1902,http://www.wikidata.org/entity/Q3616005,Andrea Roncato,Italy,,Stefania Orlando,,1947-03-07T00:00:00Z,male
1903,http://www.wikidata.org/entity/Q19985123,Andrea Sambucco,Italy,,,,1975-07-09T00:00:00Z,male
1904,http://www.wikidata.org/entity/Q43377485,Andrea Volk,Germany,,,,1964-01-01T00:00:00Z,female
1905,http://www.wikidata.org/entity/Q26705685,Andreas Ferner,Austria,,,,1973-11-08T00:00:00Z,male
1906,http://www.wikidata.org/entity/Q499402,Andreas Mannkopff,Germany,,,,1939-05-17T00:00:00Z,male
1907,http://www.wikidata.org/entity/Q499717,Andreas Müller,Germany,,,,1966-06-15T00:00:00Z,male
1908,http://www.wikidata.org/entity/Q499800,Andreas Obering,Germany,,,,1964-03-29T00:00:00Z,male
1909,http://www.wikidata.org/entity/Q500920,Andreas Thiel,Switzerland,,,,1971-02-02T00:00:00Z,male
1910,http://www.wikidata.org/entity/Q39020635,Andrei Bolocan,Moldova,,Nata Albot,,1987-07-17T00:00:00Z,male
1911,http://www.wikidata.org/entity/Q95248514,Andrej Togni,,,,,1954-01-01T00:00:00Z,male
1912,http://www.wikidata.org/entity/Q503459,Andreu Buenafuente,Spain,,Silvia Abril,,1965-01-24T00:00:00Z,male
1913,http://www.wikidata.org/entity/Q60737015,Andrew Boyd,,,,,1962-01-01T00:00:00Z,male
1914,http://www.wikidata.org/entity/Q504390,Andrew Daly,United States of America,,,,1971-04-15T00:00:00Z,male
1915,http://www.wikidata.org/entity/Q504455,Andrew Dice Clay,United States of America,American Jews,,,1957-09-29T00:00:00Z,male
1916,http://www.wikidata.org/entity/Q99454635,Andrew Dismukes,,,,,,male
1917,http://www.wikidata.org/entity/Q64358887,Andrew Doyle,United Kingdom,,,,,male
1918,http://www.wikidata.org/entity/Q3545514,Andrew E.,Philippines,,,,1967-07-30T00:00:00Z,male
1919,http://www.wikidata.org/entity/Q87758322,Andrew Hunter Murray,,,,,,male
1920,http://www.wikidata.org/entity/Q505743,Andrew Koenig,United States of America,,,,1968-08-17T00:00:00Z,male
1921,http://www.wikidata.org/entity/Q4757717,Andrew Lawrence,United Kingdom,,,,1979-12-17T00:00:00Z,male
1922,http://www.wikidata.org/entity/Q365935,Andrew Marvell,England,,,,1621-03-31T00:00:00Z,male
1923,http://www.wikidata.org/entity/Q365935,Andrew Marvell,United Kingdom,,,,1621-03-31T00:00:00Z,male
1924,http://www.wikidata.org/entity/Q365935,Andrew Marvell,Kingdom of England,,,,1621-03-31T00:00:00Z,male
1925,http://www.wikidata.org/entity/Q4757915,Andrew Maxwell,Ireland,,,,1974-12-03T00:00:00Z,male
1926,http://www.wikidata.org/entity/Q21066624,Andrew McClelland,Australia,,,,,male
1927,http://www.wikidata.org/entity/Q4757949,Andrew McGibbon,United Kingdom,,,,1961-01-01T00:00:00Z,male
1928,http://www.wikidata.org/entity/Q4758143,Andrew O'Connor,United Kingdom,,,,1963-03-23T00:00:00Z,male
1929,http://www.wikidata.org/entity/Q4758149,Andrew O'Neill,United Kingdom,,,,1979-09-14T00:00:00Z,male
1930,http://www.wikidata.org/entity/Q16221493,Andrew Orvedahl,,,,,1981-01-01T00:00:00Z,male
1931,http://www.wikidata.org/entity/Q76963,Andrew Sachs,United Kingdom,Jewish people,,,1930-04-07T00:00:00Z,male
1932,http://www.wikidata.org/entity/Q21063227,Andrew Schulz,United States of America,,,,1983-10-30T00:00:00Z,male
1933,http://www.wikidata.org/entity/Q17113058,Andrew Stanley,,,,,1980-01-01T00:00:00Z,male
1934,http://www.wikidata.org/entity/Q4095315,Andrey Bocharov,Russia,,,,1966-07-09T00:00:00Z,male
1935,http://www.wikidata.org/entity/Q4224775,Andrey Knyshev,Russia,,,,1956-11-05T00:00:00Z,male
1936,http://www.wikidata.org/entity/Q49249940,Andri Sulistiandri,Indonesia,,,,1982-07-06T00:00:00Z,male
1937,http://www.wikidata.org/entity/Q63419414,Andries Tunru,Kingdom of the Netherlands,,,,1991-01-01T00:00:00Z,male
1938,http://www.wikidata.org/entity/Q275875,Andriy Danylko,Ukraine,,,,1973-10-02T00:00:00Z,male
1939,http://www.wikidata.org/entity/Q275875,Andriy Danylko,Soviet Union,,,,1973-10-02T00:00:00Z,male
1940,http://www.wikidata.org/entity/Q29630560,Andrzej Bieńkowski,Poland,,,,1923-01-20T00:00:00Z,male
1941,http://www.wikidata.org/entity/Q729311,Andrzej Bursa,Poland,,,,1932-01-01T00:00:00Z,male
1942,http://www.wikidata.org/entity/Q729311,Andrzej Bursa,Poland,,,,1932-03-21T00:00:00Z,male
1943,http://www.wikidata.org/entity/Q1032787,András Hajós,Hungary,,,,1969-05-03T00:00:00Z,male
1944,http://www.wikidata.org/entity/Q1214024,András Nagy Bandó,Hungary,,,,1947-11-12T00:00:00Z,male
1945,http://www.wikidata.org/entity/Q1119972,András Péter Kovács,Hungary,,,,1978-03-19T00:00:00Z,male
1946,http://www.wikidata.org/entity/Q1290071,András Somogyi,,,,,1985-07-23T00:00:00Z,male
1947,http://www.wikidata.org/entity/Q1290525,András Soós,Hungary,,,,1921-07-26T00:00:00Z,male
1948,http://www.wikidata.org/entity/Q2847415,André Bézu,France,,,,1943-07-24T00:00:00Z,male
1949,http://www.wikidata.org/entity/Q15861027,André Carrell,Kingdom of the Netherlands,,,,1911-12-27T00:00:00Z,male
1950,http://www.wikidata.org/entity/Q2847796,André Gaillard,France,,,,1927-12-19T00:00:00Z,male
1951,http://www.wikidata.org/entity/Q66486300,André Hartmann,Germany,,,,1950-01-01T00:00:00Z,male
1952,http://www.wikidata.org/entity/Q2848076,André Lamy,Belgium,,,,1962-10-01T00:00:00Z,male
1953,http://www.wikidata.org/entity/Q2796420,André Manuel,Kingdom of the Netherlands,,,,1966-01-01T00:00:00Z,male
1954,http://www.wikidata.org/entity/Q2848685,André Sogliuzzo,United States of America,,,,1966-08-10T00:00:00Z,male
1955,http://www.wikidata.org/entity/Q523644,André van Duin,Kingdom of the Netherlands,,,,1947-02-20T00:00:00Z,male
1956,http://www.wikidata.org/entity/Q4760162,Andrés Bustamante,Mexico,,,,1959-05-27T00:00:00Z,male
1957,http://www.wikidata.org/entity/Q74607793,Andrés Hurtado,Peru,,La India,,1965-01-31T00:00:00Z,male
1958,http://www.wikidata.org/entity/Q16942195,Andrés Redondo,Uruguay,,,,1929-01-01T00:00:00Z,male
1959,http://www.wikidata.org/entity/Q520072,Andy Borowitz,United States of America,American Jews,Olivia Gentile,,1958-01-04T00:00:00Z,male
1960,http://www.wikidata.org/entity/Q4760477,Andy Bumatai,United States of America,,,,1953-12-24T00:00:00Z,male
1961,http://www.wikidata.org/entity/Q4760488,Andy Cameron,United Kingdom,,,,1940-06-27T00:00:00Z,male
1962,http://www.wikidata.org/entity/Q27663756,Andy Erikson,,,,,1987-06-02T00:00:00Z,female
1963,http://www.wikidata.org/entity/Q1379814,Andy Hamilton,United Kingdom,,,,1954-05-28T00:00:00Z,male
1964,http://www.wikidata.org/entity/Q76498726,Andy Huggins,,,,,,male
1965,http://www.wikidata.org/entity/Q2849127,Andy Jones,Canada,,,,1948-01-15T00:00:00Z,male
1966,http://www.wikidata.org/entity/Q299983,Andy Kaufman,United States of America,American Jews,,1,1949-01-17T00:00:00Z,male
1967,http://www.wikidata.org/entity/Q526419,Andy Kindler,United States of America,,,,2000-01-01T00:00:00Z,male
1968,http://www.wikidata.org/entity/Q4760931,Andy Lee,Australia,,,,1981-05-24T00:00:00Z,male
1969,http://www.wikidata.org/entity/Q326440,Andy Milonakis,United States of America,,,,1976-01-30T00:00:00Z,male
1970,http://www.wikidata.org/entity/Q1754637,Andy Parsons,United Kingdom,,,,1967-04-03T00:00:00Z,male
1971,http://www.wikidata.org/entity/Q54869987,Andy Quirke,,,,,,male
1972,http://www.wikidata.org/entity/Q4761325,Andy Smart,,,,,1959-06-16T00:00:00Z,male
1973,http://www.wikidata.org/entity/Q4761511,Andy Wood,,,,,1977-01-01T00:00:00Z,male
1974,http://www.wikidata.org/entity/Q4761518,Andy Zaltzman,United Kingdom,Jewish people,,,1974-10-06T00:00:00Z,male
1975,http://www.wikidata.org/entity/Q47000983,Ane Høgsberg,Denmark,,,,1988-04-08T00:00:00Z,female
1976,http://www.wikidata.org/entity/Q5676357,Anel Noreña,Mexico,,José José,,1944-10-10T00:00:00Z,female
1977,http://www.wikidata.org/entity/Q1119095,Anett Kormos,,,,,1981-11-22T00:00:00Z,female
1978,http://www.wikidata.org/entity/Q4762076,Angel Aquino,Philippines,,,,1973-02-07T00:00:00Z,female
1979,http://www.wikidata.org/entity/Q67584450,Angel Campey,South Africa,,,,,female
1980,http://www.wikidata.org/entity/Q4762371,Angela Barnes,United Kingdom,,,,1976-11-09T00:00:00Z,female
1981,http://www.wikidata.org/entity/Q1237584,Angela Finocchiaro,Italy,,,,1955-11-20T00:00:00Z,female
1982,http://www.wikidata.org/entity/Q94969290,Angela Galanopoulos,,,,,,female
1983,http://www.wikidata.org/entity/Q4762664,Angelica Jones,Philippines,,,,1983-01-20T00:00:00Z,female
1984,http://www.wikidata.org/entity/Q3545081,Angelica Panganiban,Philippines,,,,1986-11-04T00:00:00Z,female
1985,http://www.wikidata.org/entity/Q4762719,Angelika de la Cruz,Philippines,,,,1981-10-29T00:00:00Z,female
1986,http://www.wikidata.org/entity/Q534942,Angelina Spicer,United States of America,,,,1981-02-16T00:00:00Z,female
1987,http://www.wikidata.org/entity/Q3616926,Angelo Cecchelin,Italy,,,,1894-10-23T00:00:00Z,male
1988,http://www.wikidata.org/entity/Q3616926,Angelo Cecchelin,Kingdom of Italy,,,,1894-10-23T00:00:00Z,male
1989,http://www.wikidata.org/entity/Q3617074,Angelo Pellegrino,Italy,,,,1946-08-02T00:00:00Z,male
1990,http://www.wikidata.org/entity/Q4763208,Angie Le Mar,United Kingdom,,,,1965-10-27T00:00:00Z,female
1991,http://www.wikidata.org/entity/Q10733962,Anh Vũ,,,,,1972-07-28T00:00:00Z,male
1992,http://www.wikidata.org/entity/Q2520221,Anita Linda,Philippines,,,,1924-11-23T00:00:00Z,female
1993,http://www.wikidata.org/entity/Q4765624,Anita Renfroe,,,,,1963-01-01T00:00:00Z,female
1994,http://www.wikidata.org/entity/Q12253580,Anjel Alkain,Spain,,,,1966-01-01T00:00:00Z,male
1995,http://www.wikidata.org/entity/Q4765852,Anjo Yllana,Philippines,,,,1968-04-24T00:00:00Z,male
1996,http://www.wikidata.org/entity/Q556226,Anka Zink,Germany,,,,1957-03-03T00:00:00Z,female
1997,http://www.wikidata.org/entity/Q77027,Anke Engelke,Canada,,Claus Fischer,,1965-12-21T00:00:00Z,female
1998,http://www.wikidata.org/entity/Q77027,Anke Engelke,Germany,,Claus Fischer,,1965-12-21T00:00:00Z,female
1999,http://www.wikidata.org/entity/Q556743,Anke Geißler,Germany,,,,1970-04-29T00:00:00Z,female
2000,http://www.wikidata.org/entity/Q11285361,Anna,Japan,,,,1975-04-24T00:00:00Z,male
2001,http://www.wikidata.org/entity/Q17305622,Anna Akana,Japan,,,,1989-08-18T00:00:00Z,female
2002,http://www.wikidata.org/entity/Q17305622,Anna Akana,United States of America,,,,1989-08-18T00:00:00Z,female
2003,http://www.wikidata.org/entity/Q4766863,Anna Blomberg,Sweden,,,,1972-05-20T00:00:00Z,female
2004,http://www.wikidata.org/entity/Q560070,Anna Crilly,United Kingdom,,,,1975-11-28T00:00:00Z,female
2005,http://www.wikidata.org/entity/Q2566682,Anna Dawson,United Kingdom,,,,1937-07-27T00:00:00Z,female
2006,http://www.wikidata.org/entity/Q4950683,Anna Granath,Sweden,,,,1976-01-03T00:00:00Z,female
2007,http://www.wikidata.org/entity/Q4767277,Anna Mannheimer,Sweden,,Peter Apelgren,,1963-07-05T00:00:00Z,female
2008,http://www.wikidata.org/entity/Q3617732,Anna Marchesini,Italy,,Paki Valente,1,1953-11-19T00:00:00Z,female
2009,http://www.wikidata.org/entity/Q536059,Anna Russell,United Kingdom,,,,1911-12-27T00:00:00Z,female
2010,http://www.wikidata.org/entity/Q793718,Anna Simon,Spain,,,,1982-08-09T00:00:00Z,female
2011,http://www.wikidata.org/entity/Q4768283,Anne Downie,United Kingdom,,,,1939-01-01T00:00:00Z,female
2012,http://www.wikidata.org/entity/Q2544518,Anne Jan Toonstra,Kingdom of the Netherlands,,,,1979-04-05T00:00:00Z,female
2013,http://www.wikidata.org/entity/Q4768065,Anne-Kat. Hærland,Norway,,Kåre João Pedersen,,1972-03-27T00:00:00Z,female
2014,http://www.wikidata.org/entity/Q60334688,Anne-Sophie Bajon,France,,,,1978-06-27T00:00:00Z,female
2015,http://www.wikidata.org/entity/Q4768953,Anneli Heed,Sweden,,,,1978-08-20T00:00:00Z,female
2016,http://www.wikidata.org/entity/Q3237835,Annemarie Henselmans,Kingdom of the Netherlands,,,,1956-05-21T00:00:00Z,female
2017,http://www.wikidata.org/entity/Q5557456,Anners Annersa på Hultet,Sweden,,,,1882-09-19T00:00:00Z,male
2018,http://www.wikidata.org/entity/Q4769017,Annesley Dias,Sri Lanka,,,,1927-01-31T00:00:00Z,male
2019,http://www.wikidata.org/entity/Q465249,Annie Cordy,Belgium,,,,1928-06-16T00:00:00Z,female
2020,http://www.wikidata.org/entity/Q56904897,Annie Lederman,,,,,1983-07-20T00:00:00Z,female
2021,http://www.wikidata.org/entity/Q4769491,Annika Andersson,Sweden,,,,1968-05-08T00:00:00Z,female
2022,http://www.wikidata.org/entity/Q15479728,Anny Hartmann,Germany,,,,2000-01-01T00:00:00Z,female
2023,http://www.wikidata.org/entity/Q15917668,Ansje van Brandenberg,Kingdom of the Netherlands,,,,1933-02-28T00:00:00Z,female
2024,http://www.wikidata.org/entity/Q59260688,Anthony,Japan,,,,1990-02-09T00:00:00Z,male
2025,http://www.wikidata.org/entity/Q4771966,Anthony Ackroyd,Australia,,,,1958-06-30T00:00:00Z,male
2026,http://www.wikidata.org/entity/Q313918,Anthony Anderson,United States of America,,,,1970-08-15T00:00:00Z,male
2027,http://www.wikidata.org/entity/Q29588878,Anthony Atamanuik,United States of America,,,,1974-06-15T00:00:00Z,male
2028,http://www.wikidata.org/entity/Q19609603,Anthony Cumia,United States of America,,,,1961-04-26T00:00:00Z,male
2029,http://www.wikidata.org/entity/Q2852885,Anthony Kavanagh,Canada,,,,1969-09-26T00:00:00Z,male
2030,http://www.wikidata.org/entity/Q573612,Anthony McPartlin,United Kingdom,White British,Lisa Armstrong,,1975-11-18T00:00:00Z,male
2031,http://www.wikidata.org/entity/Q95705495,Anthony Salame,,,,,,male
2032,http://www.wikidata.org/entity/Q4093817,Anton Borisov,Russia,,,,1981-08-13T00:00:00Z,male
2033,http://www.wikidata.org/entity/Q5685,Anton Chekhov,Russian Empire,Russians,Olga Knipper,,1860-01-29T00:00:00Z,male
2034,http://www.wikidata.org/entity/Q47290233,Antonia Limacher,Switzerland,,,,1953-08-05T00:00:00Z,female
2035,http://www.wikidata.org/entity/Q2857089,Antonia de Rendinger,France,,,,1974-12-26T00:00:00Z,female
2036,http://www.wikidata.org/entity/Q598573,Antonia von Romatowski,Germany,,,,1976-06-19T00:00:00Z,female
2037,http://www.wikidata.org/entity/Q599559,Antonio Albanese,Italy,,,,1964-10-10T00:00:00Z,male
2038,http://www.wikidata.org/entity/Q8420458,Antonio Aquitania,Philippines,,,,1977-01-16T00:00:00Z,male
2039,http://www.wikidata.org/entity/Q94836550,Antonio Casaccia,,,,,1719-01-01T00:00:00Z,male
2040,http://www.wikidata.org/entity/Q20013129,Antonio Castelo,Spain,,,,1982-06-20T00:00:00Z,male
2041,http://www.wikidata.org/entity/Q3619460,Antonio Cornacchione,Italy,,,,1959-07-15T00:00:00Z,male
2042,http://www.wikidata.org/entity/Q16263902,Antonio Koinoki,Japan,,,,1971-08-22T00:00:00Z,male
2043,http://www.wikidata.org/entity/Q2857071,Antonio Lo Presti,Belgium,,,,t19803914,male
2044,http://www.wikidata.org/entity/Q3620029,Antonio Petrocelli,United States of America,,,,1953-09-18T00:00:00Z,male
2045,http://www.wikidata.org/entity/Q3620029,Antonio Petrocelli,Italy,,,,1953-09-18T00:00:00Z,male
2046,http://www.wikidata.org/entity/Q4777118,Antonis Kanakis,,,,,1969-02-17T00:00:00Z,male
2047,http://www.wikidata.org/entity/Q95176423,Antonín Bubeník,,,,,1940-06-12T00:00:00Z,male
2048,http://www.wikidata.org/entity/Q2349109,Anuar Aoulad Abdelkrim,Kingdom of the Netherlands,,,,1978-02-26T00:00:00Z,male
2049,http://www.wikidata.org/entity/Q33703931,Aníbal Gómez,Spain,,,,1979-01-01T00:00:00Z,male
2050,http://www.wikidata.org/entity/Q64449001,Aoife Dooley,Ireland,,,,1991-01-01T00:00:00Z,female
2051,http://www.wikidata.org/entity/Q97602028,Aonghus McAnally,Ireland,,,,1955-06-20T00:00:00Z,male
2052,http://www.wikidata.org/entity/Q96397109,Apaokagi Maryam,,,,,1999-02-27T00:00:00Z,female
2053,http://www.wikidata.org/entity/Q24884398,Aparna Nancherla,United States of America,,,,1982-08-22T00:00:00Z,female
2054,http://www.wikidata.org/entity/Q3543671,Apeng Daldal,Philippines,,,,1928-10-12T00:00:00Z,male
2055,http://www.wikidata.org/entity/Q11257689,Appare Koizumi,Japan,,,,1979-07-13T00:00:00Z,male
2056,http://www.wikidata.org/entity/Q16218752,April Richardson,United States of America,,,,1979-05-01T00:00:00Z,female
2057,http://www.wikidata.org/entity/Q97536605,Apurba Roy,India,,,,,male
2058,http://www.wikidata.org/entity/Q85317524,Aquiles Correa,,,,,1971-09-24T00:00:00Z,male
2059,http://www.wikidata.org/entity/Q2552647,Ara Mina,Philippines,,,,1979-05-09T00:00:00Z,female
2060,http://www.wikidata.org/entity/Q3621173,Arabella Weir,United Kingdom,,,,1957-12-06T00:00:00Z,female
2061,http://www.wikidata.org/entity/Q16263811,Araki Akiyuki,Japan,,,,1975-09-20T00:00:00Z,male
2062,http://www.wikidata.org/entity/Q15493504,Aram Mp3,Armenia,Armenians,,,1984-04-05T00:00:00Z,male
2063,http://www.wikidata.org/entity/Q13052140,Aramais Sahakyan,,Armenians,,,1936-05-24T00:00:00Z,male
2064,http://www.wikidata.org/entity/Q47519036,Arapon,Japan,,,,1985-10-13T00:00:00Z,male
2065,http://www.wikidata.org/entity/Q4786254,Archibald Campbell,,,,,t1735024941,male
2066,http://www.wikidata.org/entity/Q3544792,Archie Alemania,Philippines,,,,1978-03-06T00:00:00Z,male
2067,http://www.wikidata.org/entity/Q76264209,Archie Thomas Manners,,,,,1993-05-19T00:00:00Z,male
2068,http://www.wikidata.org/entity/Q1292714,Ardal O'Hanlon,Ireland,,,3,1965-10-08T00:00:00Z,male
2069,http://www.wikidata.org/entity/Q25466219,Ardit Erwandha,Indonesia,,,,1991-10-09T00:00:00Z,
2070,http://www.wikidata.org/entity/Q4788363,Are Kalvø,Norway,,,,1969-12-31T00:00:00Z,male
2071,http://www.wikidata.org/entity/Q11958599,Are Sende Osen,Norway,,,,1970-09-08T00:00:00Z,male
2072,http://www.wikidata.org/entity/Q3067592,Arend Edel,Kingdom of the Netherlands,,,,1965-05-13T00:00:00Z,male
2073,http://www.wikidata.org/entity/Q77470740,Ari Eldjárn,,,,,1981-09-05T00:00:00Z,male
2074,http://www.wikidata.org/entity/Q35676701,Ari Eldjárn,Iceland,,,,1981-09-05T00:00:00Z,male
2075,http://www.wikidata.org/entity/Q61780080,Ariana Baborie,,,,,1988-01-12T00:00:00Z,female
2076,http://www.wikidata.org/entity/Q17485783,Ariane Raspe,Germany,,,,1981-01-01T00:00:00Z,female
2077,http://www.wikidata.org/entity/Q445389,Ariane Sherine,United Kingdom,,,,1980-07-03T00:00:00Z,female
2078,http://www.wikidata.org/entity/Q2264791,Arie Koomen,Kingdom of the Netherlands,,,,1968-05-03T00:00:00Z,male
2079,http://www.wikidata.org/entity/Q17998291,Arie Kriting,Indonesia,,,,1985-04-13T00:00:00Z,male
2080,http://www.wikidata.org/entity/Q22980283,Arie Vuyk,Kingdom of the Netherlands,,,,1969-12-14T00:00:00Z,male
2081,http://www.wikidata.org/entity/Q89900721,Ariel Miramontes,Mexico,,,,1970-07-31T00:00:00Z,male
2082,http://www.wikidata.org/entity/Q93335597,Ariel Myren,United States of America,,,,,female
2083,http://www.wikidata.org/entity/Q2884878,Ariel Rivera,Philippines,,Gelli de Belen,,1966-09-01T00:00:00Z,male
2084,http://www.wikidata.org/entity/Q660241,Aries Spears,United States of America,African Americans,,,1975-04-03T00:00:00Z,male
2085,http://www.wikidata.org/entity/Q28723739,Arif Alfiansyah,Indonesia,,,,1990-02-26T00:00:00Z,male
2086,http://www.wikidata.org/entity/Q11852544,Arimo Mustonen,Finland,,,,1972-07-09T00:00:00Z,male
2087,http://www.wikidata.org/entity/Q535188,Aristide Bruant,France,,,,1851-05-06T00:00:00Z,male
2088,http://www.wikidata.org/entity/Q4791514,Arj Barker,United States of America,,,,1974-08-12T00:00:00Z,male
2089,http://www.wikidata.org/entity/Q1826640,Arjan Smit,Kingdom of the Netherlands,,,,1977-03-27T00:00:00Z,male
2090,http://www.wikidata.org/entity/Q2747496,Arjen Lubach,Kingdom of the Netherlands,,,,1979-10-22T00:00:00Z,male
2091,http://www.wikidata.org/entity/Q9159708,Arkadiusz Dera,Poland,,,,1955-01-01T00:00:00Z,male
2092,http://www.wikidata.org/entity/Q2861548,Arkady Arkanov,Russia,,Maya Kristalinskaya,,1933-06-07T00:00:00Z,male
2093,http://www.wikidata.org/entity/Q2861548,Arkady Arkanov,Soviet Union,,Maya Kristalinskaya,,1933-06-07T00:00:00Z,male
2094,http://www.wikidata.org/entity/Q602217,Arkady Averchenko,Russian Empire,,,,1881-03-27T00:00:00Z,male
2095,http://www.wikidata.org/entity/Q4494858,Arkady Khait,Russia,,,,1938-12-25T00:00:00Z,male
2096,http://www.wikidata.org/entity/Q4494858,Arkady Khait,Soviet Union,,,,1938-12-25T00:00:00Z,male
2097,http://www.wikidata.org/entity/Q672099,Arkady Raikin,Soviet Union,Jewish people,,,1911-10-24T00:00:00Z,male
